grade	courseName	topic	clusterKey	clusterLabel	primaryBenchmark	CCSS	MN07	MN22	TEKS	dokLevel	problemIndex	stem	answer	hint
5	Grade 5	order of operations and expressions	algebraic_thinking_5	Expressions & Order of Operations	5.2.1.1	5.OA.A.1; 5.OA.A.2; 5.OA.B.3	5.2.1.1; 5.2.1.2	5.A.1.1; 5.A.1.2	5.4A; 5.4B; 5.4C; 5.4D; 5.4E; 5.4F	DOK1	3	Evaluate: 20 - 3 × 4 + 1	9 (20 - 12 + 1 = 9)	Multiply first (3 × 4 = 12), then work left to right.
5	Grade 5	order of operations and expressions	algebraic_thinking_5	Expressions & Order of Operations	5.2.1.1	5.OA.A.1; 5.OA.A.2; 5.OA.B.3	5.2.1.1; 5.2.1.2	5.A.1.1; 5.A.1.2	5.4A; 5.4B; 5.4C; 5.4D; 5.4E; 5.4F	DOK1	4	Evaluate: 2 × 5 + 3	13	Multiply first, then add.
5	Grade 5	order of operations and expressions	algebraic_thinking_5	Expressions & Order of Operations	5.2.1.1	5.OA.A.1; 5.OA.A.2; 5.OA.B.3	5.2.1.1; 5.2.1.2	5.A.1.1; 5.A.1.2	5.4A; 5.4B; 5.4C; 5.4D; 5.4E; 5.4F	DOK1	5	Evaluate: (10 - 3) × 2	14	Do parentheses first: 7 × 2 = 14.
5	Grade 5	order of operations and expressions	algebraic_thinking_5	Expressions & Order of Operations	5.2.1.1	5.OA.A.1; 5.OA.A.2; 5.OA.B.3	5.2.1.1; 5.2.1.2	5.A.1.1; 5.A.1.2	5.4A; 5.4B; 5.4C; 5.4D; 5.4E; 5.4F	DOK2	1	Insert parentheses to make this true: 8 + 2 × 3 = 30	(8 + 2) × 3 = 10 × 3 = 30	Try grouping different parts and see which gives 30.
5	Grade 5	order of operations and expressions	algebraic_thinking_5	Expressions & Order of Operations	5.2.1.1	5.OA.A.1; 5.OA.A.2; 5.OA.B.3	5.2.1.1; 5.2.1.2	5.A.1.1; 5.A.1.2	5.4A; 5.4B; 5.4C; 5.4D; 5.4E; 5.4F	DOK2	2	Write a numerical expression for: 'Subtract 3 from 10, then multiply by 4.'	(10 - 3) × 4 = 28	Use parentheses to show which operation happens first.
5	Grade 5	order of operations and expressions	algebraic_thinking_5	Expressions & Order of Operations	5.2.1.1	5.OA.A.1; 5.OA.A.2; 5.OA.B.3	5.2.1.1; 5.2.1.2	5.A.1.1; 5.A.1.2	5.4A; 5.4B; 5.4C; 5.4D; 5.4E; 5.4F	DOK2	3	Are 2 × (3 + 5) and 2 × 3 + 2 × 5 equivalent? Show why.	Yes. 2 × 8 = 16 and 6 + 10 = 16. This is the distributive property.	Evaluate both expressions. What property of multiplication does this show?
5	Grade 5	order of operations and expressions	algebraic_thinking_5	Expressions & Order of Operations	5.2.1.1	5.OA.A.1; 5.OA.A.2; 5.OA.B.3	5.2.1.1; 5.2.1.2	5.A.1.1; 5.A.1.2	5.4A; 5.4B; 5.4C; 5.4D; 5.4E; 5.4F	DOK2	4	Insert parentheses to make this true: 12 - 8 - 2 = 6	12 - (8 - 2) = 12 - 6 = 6	Think about which operation should happen first.
5	Grade 5	order of operations and expressions	algebraic_thinking_5	Expressions & Order of Operations	5.2.1.1	5.OA.A.1; 5.OA.A.2; 5.OA.B.3	5.2.1.1; 5.2.1.2	5.A.1.1; 5.A.1.2	5.4A; 5.4B; 5.4C; 5.4D; 5.4E; 5.4F	DOK2	5	Write an expression that uses addition, multiplication, and parentheses to equal 50.	Example: (3 + 2) × 10 = 50 or 30 + 4 × 5 = 50	Start with a goal and work backward, or try different combinations.
5	Grade 5	order of operations and expressions	algebraic_thinking_5	Expressions & Order of Operations	5.2.1.1	5.OA.A.1; 5.OA.A.2; 5.OA.B.3	5.2.1.1; 5.2.1.2	5.A.1.1; 5.A.1.2	5.4A; 5.4B; 5.4C; 5.4D; 5.4E; 5.4F	DOK3	1	Using only the numbers 2, 3, 4, 5 and the operations +, ×, and parentheses, write an expression that equals 46.	Multiple solutions, e.g. (4 + 5 + 3) × 2 = 12 × 2 = 24... Better: 5 × (4 + 3 + 2) = 5 × 9 = 45, +1 more... Try: (5 × 4 + 3) × 2 = 23 × 2 = 46.	Try different groupings with parentheses. Use multiplication to get close, then adjust with addition.
5	Grade 5	order of operations and expressions	algebraic_thinking_5	Expressions & Order of Operations	5.2.1.1	5.OA.A.1; 5.OA.A.2; 5.OA.B.3	5.2.1.1; 5.2.1.2	5.A.1.1; 5.A.1.2	5.4A; 5.4B; 5.4C; 5.4D; 5.4E; 5.4F	DOK3	2	Create a numerical expression with 4 numbers and 3 operations that uses the distributive property. Evaluate it two ways to prove they're equal.	Example: 3 × (5 + 2) = 3 × 5 + 3 × 2 = 15 + 6 = 21. Method 1: 3 × 7 = 21.	Use the form a × (b + c) = ab + ac.
5	Grade 5	order of operations and expressions	algebraic_thinking_5	Expressions & Order of Operations	5.2.1.1	5.OA.A.1; 5.OA.A.2; 5.OA.B.3	5.2.1.1; 5.2.1.2	5.A.1.1; 5.A.1.2	5.4A; 5.4B; 5.4C; 5.4D; 5.4E; 5.4F	DOK3	3	Explain why (8 + 4) ÷ 2 and 8 ÷ 2 + 4 ÷ 2 are equivalent. Is this always true for division?	Both equal 6. (8 + 4) ÷ 2 = 12 ÷ 2 = 6. And 8 ÷ 2 + 4 ÷ 2 = 4 + 2 = 6. Division does distribute over addition.	Test with another example to see if the pattern holds.
5	Grade 5	order of operations and expressions	algebraic_thinking_5	Expressions & Order of Operations	5.2.1.1	5.OA.A.1; 5.OA.A.2; 5.OA.B.3	5.2.1.1; 5.2.1.2	5.A.1.1; 5.A.1.2	5.4A; 5.4B; 5.4C; 5.4D; 5.4E; 5.4F	DOK3	4	A store gives a $2 discount per item when you buy 5 items. If each item normally costs $8, write an expression for the total cost and evaluate it.	5 × (8 - 2) = 5 × 6 = 30 or 5 × 8 - 5 × 2 = 40 - 10 = 30	You can calculate the discounted price first, or multiply first then subtract the total discount.
5	Grade 5	volume and area	volume_5	Volume & Area	5.3.1.1	5.MD.C.3; 5.MD.C.4; 5.MD.C.5	5.3.1.1; 5.3.1.2	5.GM.1.1; 5.GM.1.2	5.7A	DOK1	1	How many unit cubes fit in a rectangular prism that is 3 units long, 2 units wide, and 2 units tall?	12 unit cubes (3 × 2 × 2 = 12)	Count the cubes in one layer, then multiply by the number of layers.
5	Grade 5	volume and area	volume_5	Volume & Area	5.3.1.1	5.MD.C.3; 5.MD.C.4; 5.MD.C.5	5.3.1.1; 5.3.1.2	5.GM.1.1; 5.GM.1.2	5.7A	DOK1	2	Build a box that is 4 units long, 3 units wide, and 2 units tall using unit cubes. How many cubes do you use?	24 unit cubes (4 × 3 × 2 = 24)	Stack layers of cubes.
5	Grade 5	volume and area	volume_5	Volume & Area	5.3.1.1	5.MD.C.3; 5.MD.C.4; 5.MD.C.5	5.3.1.1; 5.3.1.2	5.GM.1.1; 5.GM.1.2	5.7A	DOK1	3	A rectangular prism has a base of 5 × 4 unit squares. The height is 3 units. How many unit cubes fill it?	60 unit cubes (5 × 4 × 3 = 60)	Start with one layer (base), then multiply by height.
5	Grade 5	volume and area	volume_5	Volume & Area	5.3.1.1	5.MD.C.3; 5.MD.C.4; 5.MD.C.5	5.3.1.1; 5.3.1.2	5.GM.1.1; 5.GM.1.2	5.7A	DOK1	4	If a box holds 2 layers of cubes, and each layer has 15 unit cubes, how many cubes total?	30 unit cubes (2 × 15 = 30)	Multiply the number of layers by cubes per layer.
5	Grade 5	volume and area	volume_5	Volume & Area	5.3.1.1	5.MD.C.3; 5.MD.C.4; 5.MD.C.5	5.3.1.1; 5.3.1.2	5.GM.1.1; 5.GM.1.2	5.7A	DOK1	5	A storage bin is 6 units long and 2 units wide. If it holds 24 unit cubes total, how tall is it?	2 units tall (6 × 2 × ? = 24, so ? = 2)	Work backward: 24 ÷ (6 × 2) = 24 ÷ 12 = 2.
5	Grade 5	volume and area	volume_5	Volume & Area	5.3.1.1	5.MD.C.3; 5.MD.C.4; 5.MD.C.5	5.3.1.1; 5.3.1.2	5.GM.1.1; 5.GM.1.2	5.7A	DOK2	1	A rectangular prism is 8 cm long, 5 cm wide, and 4 cm tall. What is the volume?	160 cubic cm (V = 8 × 5 × 4 = 160)	Use the formula V = length × width × height.
5	Grade 5	volume and area	volume_5	Volume & Area	5.3.1.1	5.MD.C.3; 5.MD.C.4; 5.MD.C.5	5.3.1.1; 5.3.1.2	5.GM.1.1; 5.GM.1.2	5.7A	DOK2	2	Draw a 3D diagram of a rectangular prism with dimensions 5 units × 3 units × 2 units. Label the dimensions and calculate the volume.	V = 5 × 3 × 2 = 30 cubic units	Show the length, width, and height on your drawing.
5	Grade 5	volume and area	volume_5	Volume & Area	5.3.1.1	5.MD.C.3; 5.MD.C.4; 5.MD.C.5	5.3.1.1; 5.3.1.2	5.GM.1.1; 5.GM.1.2	5.7A	DOK2	3	A box is packed with unit cubes in 4 layers. Each layer has 12 cubes. What is the volume?	48 cubic units (4 × 12 = 48)	Number of layers × cubes per layer = total volume.
5	Grade 5	volume and area	volume_5	Volume & Area	5.3.1.1	5.MD.C.3; 5.MD.C.4; 5.MD.C.5	5.3.1.1; 5.3.1.2	5.GM.1.1; 5.GM.1.2	5.7A	DOK2	4	A rectangular prism has a volume of 120 cubic units. Its base is 10 units × 4 units. What is its height?	3 units (120 ÷ (10 × 4) = 120 ÷ 40 = 3)	Divide the volume by the area of the base.
5	Grade 5	volume and area	volume_5	Volume & Area	5.3.1.1	5.MD.C.3; 5.MD.C.4; 5.MD.C.5	5.3.1.1; 5.3.1.2	5.GM.1.1; 5.GM.1.2	5.7A	DOK2	5	Two boxes have the same volume of 48 cubic units. One is 6 × 4 × 2. What could the dimensions of the other box be?	Many answers, e.g. 8 × 3 × 2 or 6 × 2 × 4 or 12 × 2 × 2, etc.	Find three factors that multiply to 48.
5	Grade 5	volume and area	volume_5	Volume & Area	5.3.1.1	5.MD.C.3; 5.MD.C.4; 5.MD.C.5	5.3.1.1; 5.3.1.2	5.GM.1.1; 5.GM.1.2	5.7A	DOK3	1	A large box is 12 × 6 × 5 units. A smaller box fits inside and is 8 × 4 × 3 units. How much empty space remains if only the smaller box is inside the larger?	Large box = 360 cu. units. Small box = 96 cu. units. Empty space = 360 - 96 = 264 cubic units.	Find the volume of each box, then subtract.
5	Grade 5	volume and area	volume_5	Volume & Area	5.3.1.1	5.MD.C.3; 5.MD.C.4; 5.MD.C.5	5.3.1.1; 5.3.1.2	5.GM.1.1; 5.GM.1.2	5.7A	DOK3	2	A Minnesota warehouse measures 50 m × 30 m × 4 m. It is filled with boxes that each measure 2 m × 2 m × 2 m. How many boxes can fit?	Warehouse volume = 50 × 30 × 4 = 6000 m³. Box volume = 2 × 2 × 2 = 8 m³. Number of boxes = 6000 ÷ 8 = 750 boxes.	Find the warehouse volume, find one box volume, then divide.
5	Grade 5	volume and area	volume_5	Volume & Area	5.3.1.1	5.MD.C.3; 5.MD.C.4; 5.MD.C.5	5.3.1.1; 5.3.1.2	5.GM.1.1; 5.GM.1.2	5.7A	DOK3	3	Build two rectangular prisms with the same dimensions: 5 × 4 × 3 units. Stack one on top of the other. What is the new total volume?	One box = 5 × 4 × 3 = 60 cu. units. Stacked together = 60 + 60 = 120 cu. units (or 5 × 4 × 6 = 120).	You can add the volumes or think of the stacked box as 5 × 4 × 6.
5	Grade 5	volume and area	volume_5	Volume & Area	5.3.1.1	5.MD.C.3; 5.MD.C.4; 5.MD.C.5	5.3.1.1; 5.3.1.2	5.GM.1.1; 5.GM.1.2	5.7A	DOK3	4	Write a real-world problem about filling a swimming pool or water tank with a rectangular shape. Include dimensions and ask for the volume.	Example: 'A pool is 25 m long, 10 m wide, and 2 m deep. What is its volume?' Answer: 25 × 10 × 2 = 500 cubic meters.	Choose realistic dimensions for a pool, tank, or container.
5	Grade 5	coordinate plane	coordinate_5	Coordinate Plane	5.3.2.1	5.G.A.1; 5.G.A.2	5.3.2.1	5.GM.2.1	5.8A; 5.8B; 5.8C	DOK1	1	On a coordinate grid, plot the point (3, 2). What are the coordinates?	(3, 2). Go 3 units right and 2 units up.	The first number tells you how far to move right, the second tells you how far to move up.
5	Grade 5	coordinate plane	coordinate_5	Coordinate Plane	5.3.2.1	5.G.A.1; 5.G.A.2	5.3.2.1	5.GM.2.1	5.8A; 5.8B; 5.8C	DOK1	2	Plot and label these points: (1, 1), (4, 2), (2, 5). What shape do they form?	Points plotted. They form a triangle (or no specific shape, depending on arrangement).	Use an ordered pair (x, y) where x is right and y is up.
5	Grade 5	coordinate plane	coordinate_5	Coordinate Plane	5.3.2.1	5.G.A.1; 5.G.A.2	5.3.2.1	5.GM.2.1	5.8A; 5.8B; 5.8C	DOK1	3	What are the coordinates of the point that is 5 units right and 3 units up from the origin?	(5, 3)	The origin is (0, 0).
5	Grade 5	coordinate plane	coordinate_5	Coordinate Plane	5.3.2.1	5.G.A.1; 5.G.A.2	5.3.2.1	5.GM.2.1	5.8A; 5.8B; 5.8C	DOK1	4	Plot the point (2, 4) on a coordinate grid. How far right is it? How far up?	2 units right and 4 units up from the origin (0, 0).	The first coordinate is right/left, the second is up/down.
5	Grade 5	coordinate plane	coordinate_5	Coordinate Plane	5.3.2.1	5.G.A.1; 5.G.A.2	5.3.2.1	5.GM.2.1	5.8A; 5.8B; 5.8C	DOK1	5	If a point is at (6, 1), how many units right is it from the y-axis?	6 units	The x-coordinate tells you how far from the y-axis.
5	Grade 5	coordinate plane	coordinate_5	Coordinate Plane	5.3.2.1	5.G.A.1; 5.G.A.2	5.3.2.1	5.GM.2.1	5.8A; 5.8B; 5.8C	DOK2	1	A treasure map shows a treasure at (4, 5). Another clue points to (4, 1). How far apart are they vertically?	4 units (5 - 1 = 4)	Since x-coordinates are the same, just subtract the y-coordinates.
5	Grade 5	coordinate plane	coordinate_5	Coordinate Plane	5.3.2.1	5.G.A.1; 5.G.A.2	5.3.2.1	5.GM.2.1	5.8A; 5.8B; 5.8C	DOK2	2	Plot points that show a pattern: (1, 2), (2, 4), (3, 6), (4, 8). What is the relationship between x and y?	y = 2x. For each point, the y-coordinate is twice the x-coordinate.	Look at how y changes as x increases.
5	Grade 5	coordinate plane	coordinate_5	Coordinate Plane	5.3.2.1	5.G.A.1; 5.G.A.2	5.3.2.1	5.GM.2.1	5.8A; 5.8B; 5.8C	DOK2	3	On a classroom map, the door is at (2, 3) and the window is at (7, 3). How far apart are they horizontally?	5 units (7 - 2 = 5)	Since y-coordinates are the same, just subtract the x-coordinates.
5	Grade 5	coordinate plane	coordinate_5	Coordinate Plane	5.3.2.1	5.G.A.1; 5.G.A.2	5.3.2.1	5.GM.2.1	5.8A; 5.8B; 5.8C	DOK2	4	Plot these points on a grid: (0, 0), (1, 1), (2, 2), (3, 3). Connect them. What shape or line do they form?	A diagonal line going up and to the right at a 45-degree angle (y = x).	See if there is a pattern in the coordinates.
5	Grade 5	coordinate plane	coordinate_5	Coordinate Plane	5.3.2.1	5.G.A.1; 5.G.A.2	5.3.2.1	5.GM.2.1	5.8A; 5.8B; 5.8C	DOK2	5	At a Minnesota state fair, the food court is at (5, 2) and the games are at (5, 7). How far apart are they?	5 units (7 - 2 = 5)	They have the same x-coordinate, so subtract the y-coordinates.
5	Grade 5	coordinate plane	coordinate_5	Coordinate Plane	5.3.2.1	5.G.A.1; 5.G.A.2	5.3.2.1	5.GM.2.1	5.8A; 5.8B; 5.8C	DOK3	1	Create a coordinate graph showing a path from (0, 0) to (6, 6) using 5 points. Write the rule that connects your points.	Example: (0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6). Rule: y = x.	Pick a relationship between x and y, then generate points that follow it.
5	Grade 5	coordinate plane	coordinate_5	Coordinate Plane	5.3.2.1	5.G.A.1; 5.G.A.2	5.3.2.1	5.GM.2.1	5.8A; 5.8B; 5.8C	DOK3	2	Plot the points (1, 3), (2, 5), (3, 7), (4, 9). What is the equation of the line? If you continue the pattern, what would be the y-coordinate when x = 5?	y = 2x + 1. When x = 5, y = 2(5) + 1 = 11.	Look at how y changes each time x increases by 1.
5	Grade 5	coordinate plane	coordinate_5	Coordinate Plane	5.3.2.1	5.G.A.1; 5.G.A.2	5.3.2.1	5.GM.2.1	5.8A; 5.8B; 5.8C	DOK3	3	A runner's position is tracked on a grid. She starts at (0, 0) and runs to (3, 4). Then she runs to (6, 8). Is she running in a straight line? Explain using coordinates.	Yes, she is running in a straight line. Both moves follow the rule y = (4/3)x or the pattern increases by 3 right and 4 up each time.	Check if the slope (change in y / change in x) is the same between the two segments.
5	Grade 5	coordinate plane	coordinate_5	Coordinate Plane	5.3.2.1	5.G.A.1; 5.G.A.2	5.3.2.1	5.GM.2.1	5.8A; 5.8B; 5.8C	DOK3	4	Design a classroom map with coordinates. Place at least 5 locations (desk, door, window, board, shelf) at different coordinates. Write the coordinates and distances between at least 2 pairs of locations.	Example: Door (1, 1), Board (8, 1), Window (8, 8). Distance from door to board: 7 units (horizontally). Distance from board to window: 7 units (vertically).	Use whole number coordinates. Show your work for distances.
6	Grade 6	locate and compare numbers	fraction_6	Fractions, Decimals & Percents	6.1.1.1	6.NS.A.1; 6.NS.B.2; 6.NS.B.3	6.1.1.1; 6.1.1.2; 6.1.1.3	6.N.2.2; 6.N.3.2	6.2E; 6.3A; 6.3E; 6.7A	DOK1	1	Place 3/4 on a number line from 0 to 1.	Between 1/2 and 1, closer to 1	Divide the line into 4 equal parts.
6	Grade 6	locate and compare numbers	fraction_6	Fractions, Decimals & Percents	6.1.1.1	6.NS.A.1; 6.NS.B.2; 6.NS.B.3	6.1.1.1; 6.1.1.2; 6.1.1.3	6.N.2.2; 6.N.3.2	6.2E; 6.3A; 6.3E; 6.7A	DOK1	2	Which is greater: 0.6 or 0.58?	0.6 > 0.58	Compare the tenths place first.
6	Grade 6	locate and compare numbers	fraction_6	Fractions, Decimals & Percents	6.1.1.1	6.NS.A.1; 6.NS.B.2; 6.NS.B.3	6.1.1.1; 6.1.1.2; 6.1.1.3	6.N.2.2; 6.N.3.2	6.2E; 6.3A; 6.3E; 6.7A	DOK1	3	Order from least to greatest: 1/2, 0.3, 75%	0.3, 1/2, 75%	Convert all to decimals first.
6	Grade 6	locate and compare numbers	fraction_6	Fractions, Decimals & Percents	6.1.1.1	6.NS.A.1; 6.NS.B.2; 6.NS.B.3	6.1.1.1; 6.1.1.2; 6.1.1.3	6.N.2.2; 6.N.3.2	6.2E; 6.3A; 6.3E; 6.7A	DOK2	1	Marcus says 3/8 > 3/4 because 8 > 4. Explain why Marcus is incorrect.	With equal numerators, larger denominator means smaller pieces. 3/4 > 3/8.	Think about what the denominator tells you about the size of each piece.
6	Grade 6	locate and compare numbers	fraction_6	Fractions, Decimals & Percents	6.1.1.1	6.NS.A.1; 6.NS.B.2; 6.NS.B.3	6.1.1.1; 6.1.1.2; 6.1.1.3	6.N.2.2; 6.N.3.2	6.2E; 6.3A; 6.3E; 6.7A	DOK2	2	Place -2.5, 1/3, and 0.75 on the same number line. Which is closest to zero?	1/3 is closest to zero (about 0.33)	Convert all to decimals, then place them.
6	Grade 6	locate and compare numbers	fraction_6	Fractions, Decimals & Percents	6.1.1.1	6.NS.A.1; 6.NS.B.2; 6.NS.B.3	6.1.1.1; 6.1.1.2; 6.1.1.3	6.N.2.2; 6.N.3.2	6.2E; 6.3A; 6.3E; 6.7A	DOK3	1	Create three different fractions between 2/5 and 3/5. Explain your strategy.	E.g., 9/20, 1/2, 11/20. Strategy: find equivalent fractions with common denominator.	Convert to twentieths: 8/20 and 12/20. What goes between?
6	Grade 6	equivalence and representations	fraction_6	Fractions, Decimals & Percents	6.1.1.2	6.NS.A.1; 6.NS.B.2; 6.NS.B.3	6.1.1.1; 6.1.1.2; 6.1.1.3	6.N.2.2; 6.N.3.2	6.2E; 6.3A; 6.3E; 6.7A	DOK1	1	Convert 3/4 to a decimal.	0.75	Divide 3 by 4.
6	Grade 6	equivalence and representations	fraction_6	Fractions, Decimals & Percents	6.1.1.2	6.NS.A.1; 6.NS.B.2; 6.NS.B.3	6.1.1.1; 6.1.1.2; 6.1.1.3	6.N.2.2; 6.N.3.2	6.2E; 6.3A; 6.3E; 6.7A	DOK1	2	Write 45% as a fraction in simplest form.	9/20	45/100 simplifies by dividing by 5.
6	Grade 6	equivalence and representations	fraction_6	Fractions, Decimals & Percents	6.1.1.2	6.NS.A.1; 6.NS.B.2; 6.NS.B.3	6.1.1.1; 6.1.1.2; 6.1.1.3	6.N.2.2; 6.N.3.2	6.2E; 6.3A; 6.3E; 6.7A	DOK1	3	Convert 0.125 to a fraction.	1/8	125/1000 simplifies.
6	Grade 6	equivalence and representations	fraction_6	Fractions, Decimals & Percents	6.1.1.2	6.NS.A.1; 6.NS.B.2; 6.NS.B.3	6.1.1.1; 6.1.1.2; 6.1.1.3	6.N.2.2; 6.N.3.2	6.2E; 6.3A; 6.3E; 6.7A	DOK2	1	Which is the best deal: 1/3 off, 30% off, or 0.35 off the price?	0.35 off (35%) is the best deal.	Convert all to the same form to compare.
6	Grade 6	equivalence and representations	fraction_6	Fractions, Decimals & Percents	6.1.1.2	6.NS.A.1; 6.NS.B.2; 6.NS.B.3	6.1.1.1; 6.1.1.2; 6.1.1.3	6.N.2.2; 6.N.3.2	6.2E; 6.3A; 6.3E; 6.7A	DOK2	2	A recipe calls for 0.6 cups of sugar. Express this as a fraction and a percent.	3/5 cup = 60%	0.6 = 6/10 = 3/5
6	Grade 6	equivalence and representations	fraction_6	Fractions, Decimals & Percents	6.1.1.2	6.NS.A.1; 6.NS.B.2; 6.NS.B.3	6.1.1.1; 6.1.1.2; 6.1.1.3	6.N.2.2; 6.N.3.2	6.2E; 6.3A; 6.3E; 6.7A	DOK3	1	A store advertises "Buy 2, get 1 free." What percent discount is this per item? Explain.	You pay for 2 out of 3 items, so 1/3 off = about 33.3% discount per item.	Think about total cost vs. total items.
6	Grade 6	factors primes gcf lcm	integer_6	Integers & Rational Numbers	6.1.3.1	6.NS.C.5; 6.NS.C.6; 6.NS.C.7	6.1.3.1; 6.1.3.2; 6.1.3.3	6.N.1.1; 6.N.1.2; 6.N.3.1	6.2A; 6.2B; 6.2C; 6.2D; 6.3C; 6.3D	DOK1	1	List all factors of 36.	1, 2, 3, 4, 6, 9, 12, 18, 36	Check each number 1 through 36.
6	Grade 6	factors primes gcf lcm	integer_6	Integers & Rational Numbers	6.1.3.1	6.NS.C.5; 6.NS.C.6; 6.NS.C.7	6.1.3.1; 6.1.3.2; 6.1.3.3	6.N.1.1; 6.N.1.2; 6.N.3.1	6.2A; 6.2B; 6.2C; 6.2D; 6.3C; 6.3D	DOK1	2	Is 17 prime or composite?	Prime (only factors are 1 and 17)	Try dividing by 2, 3, 4...
6	Grade 6	factors primes gcf lcm	integer_6	Integers & Rational Numbers	6.1.3.1	6.NS.C.5; 6.NS.C.6; 6.NS.C.7	6.1.3.1; 6.1.3.2; 6.1.3.3	6.N.1.1; 6.N.1.2; 6.N.3.1	6.2A; 6.2B; 6.2C; 6.2D; 6.3C; 6.3D	DOK1	3	Find the GCF of 24 and 36.	12	List factors of each, find the largest shared one.
6	Grade 6	factors primes gcf lcm	integer_6	Integers & Rational Numbers	6.1.3.1	6.NS.C.5; 6.NS.C.6; 6.NS.C.7	6.1.3.1; 6.1.3.2; 6.1.3.3	6.N.1.1; 6.N.1.2; 6.N.3.1	6.2A; 6.2B; 6.2C; 6.2D; 6.3C; 6.3D	DOK2	1	Use prime factorization to find the LCM of 12 and 18.	LCM = 36 (2^2 x 3^2)	12 = 2^2 x 3, 18 = 2 x 3^2
6	Grade 6	factors primes gcf lcm	integer_6	Integers & Rational Numbers	6.1.3.1	6.NS.C.5; 6.NS.C.6; 6.NS.C.7	6.1.3.1; 6.1.3.2; 6.1.3.3	6.N.1.1; 6.N.1.2; 6.N.3.1	6.2A; 6.2B; 6.2C; 6.2D; 6.3C; 6.3D	DOK2	2	Two runners lap a track every 6 and 8 minutes. When will they meet at the start together?	After 24 minutes (LCM of 6 and 8)	Find the LCM.
6	Grade 6	factors primes gcf lcm	integer_6	Integers & Rational Numbers	6.1.3.1	6.NS.C.5; 6.NS.C.6; 6.NS.C.7	6.1.3.1; 6.1.3.2; 6.1.3.3	6.N.1.1; 6.N.1.2; 6.N.3.1	6.2A; 6.2B; 6.2C; 6.2D; 6.3C; 6.3D	DOK3	1	The GCF of two numbers is 6 and their LCM is 72. If one number is 24, what is the other?	18 (because GCF x LCM = product of the two numbers: 6 x 72 = 432, 432/24 = 18)	Use: GCF x LCM = a x b
6	Grade 6	ratios and rates	ratio_6	Ratios & Rates	6.1.2.1	6.RP.A.1; 6.RP.A.2; 6.RP.A.3	6.1.2.1; 6.1.2.2; 6.1.2.3	6.N.2.2; 6.N.2.3	6.4A; 6.4B; 6.4C; 6.4D; 6.4H; 6.5A	DOK1	1	Write the ratio of 3 cats to 5 dogs in three ways.	3:5, 3/5, 3 to 5	Ratios can be written with a colon, fraction, or words.
6	Grade 6	ratios and rates	ratio_6	Ratios & Rates	6.1.2.1	6.RP.A.1; 6.RP.A.2; 6.RP.A.3	6.1.2.1; 6.1.2.2; 6.1.2.3	6.N.2.2; 6.N.2.3	6.4A; 6.4B; 6.4C; 6.4D; 6.4H; 6.5A	DOK1	2	Find the unit rate: 240 miles in 4 hours.	60 miles per hour	Divide 240 by 4.
6	Grade 6	ratios and rates	ratio_6	Ratios & Rates	6.1.2.1	6.RP.A.1; 6.RP.A.2; 6.RP.A.3	6.1.2.1; 6.1.2.2; 6.1.2.3	6.N.2.2; 6.N.2.3	6.4A; 6.4B; 6.4C; 6.4D; 6.4H; 6.5A	DOK1	3	You're making lemonade. The recipe uses 3 cups of lemon juice for every 5 cups of water. If you measure out 3 cups of lemon juice, how much water do you need?	5 cups of water	The ratio is 3 to 5. If you have 3 cups of juice, you need 5 cups of water.
6	Grade 6	ratios and rates	ratio_6	Ratios & Rates	6.1.2.1	6.RP.A.1; 6.RP.A.2; 6.RP.A.3	6.1.2.1; 6.1.2.2; 6.1.2.3	6.N.2.2; 6.N.2.3	6.4A; 6.4B; 6.4C; 6.4D; 6.4H; 6.5A	DOK1	4	Amir has 4 blue pencils and 6 red pencils. Write the ratio of blue pencils to red pencils.	4:6 or 2:3	Count how many of each color, then write the ratio.
6	Grade 6	ratios and rates	ratio_6	Ratios & Rates	6.1.2.1	6.RP.A.1; 6.RP.A.2; 6.RP.A.3	6.1.2.1; 6.1.2.2; 6.1.2.3	6.N.2.2; 6.N.2.3	6.4A; 6.4B; 6.4C; 6.4D; 6.4H; 6.5A	DOK1	5	Complete this ratio table: If 2 notebooks cost $6, then 4 notebooks cost $_____, and 6 notebooks cost $_____.	$12, $18	Double the notebooks, double the cost. Triple the notebooks, triple the cost.
6	Grade 6	ratios and rates	ratio_6	Ratios & Rates	6.1.2.1	6.RP.A.1; 6.RP.A.2; 6.RP.A.3	6.1.2.1; 6.1.2.2; 6.1.2.3	6.N.2.2; 6.N.2.3	6.4A; 6.4B; 6.4C; 6.4D; 6.4H; 6.5A	DOK1	6	Draw a double number line showing the relationship: 3 apples to 2 oranges. Label both lines for 0, 3, 6, 9, 12 apples and 0, 2, 4, 6, 8 oranges.	A double number line with apples (0, 3, 6, 9, 12) on top and oranges (0, 2, 4, 6, 8) below.	Start at 0 on both lines and mark corresponding pairs.
6	Grade 6	ratios and rates	ratio_6	Ratios & Rates	6.1.2.1	6.RP.A.1; 6.RP.A.2; 6.RP.A.3	6.1.2.1; 6.1.2.2; 6.1.2.3	6.N.2.2; 6.N.2.3	6.4A; 6.4B; 6.4C; 6.4D; 6.4H; 6.5A	DOK2	1	A recipe uses 2 cups flour for 3 dozen cookies. How much flour for 9 dozen?	6 cups flour	Set up a proportion: 2/3 = x/9
